date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:13	50373/50373	---M--	200	added ('OK')	image/png	etag:%226149db5a-c4c5%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/auth-bg/bg-13.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/auth-bg/bg-13.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/sample_coming_soon_1.html)
10:22:14	3007/3007	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a0-bbf%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/coundown-timer.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/coundown-timer.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/sample_coming_soon_1.html)
10:22:22	46922/46922	---M--	200	added ('OK')	image/png	etag:%226149db5d-b74a%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/auth-bg/bg-15.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/auth-bg/bg-15.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/sample_coming_soon_2.html)
10:22:24	280384/280384	---M--	200	added ('OK')	image/png	etag:%225f933aaa-44740%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/product/product-7.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/product/product-7.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/ecommerce_details.html)
10:22:36	250783/250783	---M--	200	added ('OK')	image/png	etag:%225f933a94-3d39f%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/product/product-8.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/product/product-8.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/ecommerce_details.html)
10:22:37	88746/88746	---M--	200	added ('OK')	image/png	etag:%226149db5c-15aaa%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/auth-bg/bg-14.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/auth-bg/bg-14.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/sample_coming_soon_3.html)
10:22:41	26045/26045	---M--	200	added ('OK')	image/jpeg	etag:%22614d9941-65bd%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/avatar/1.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/avatar/1.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/course-details.html)
10:22:41	102771/102771	---M--	200	added ('OK')	image/jpeg	etag:%22614d995e-19173%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/courses/4f.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/courses/4f.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/course-details.html)
10:22:42	28826/28826	---M--	200	added ('OK')	image/jpeg	etag:%22614d9941-709a%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/avatar/2.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/avatar/2.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/course-details.html)
10:22:42	1709/1709	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a9-6ad%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/owl-slider.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/owl-slider.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/course-details.html)
10:22:46	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2003%20Jul%202017%2018:44:38%20GMT	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.eot	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.eot	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicon.css)
10:22:46	111203/111203	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22614d9962-1b263%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/courses/5.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/front-end-img/courses/5.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/course.html)
10:22:46	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22595a9096-466c%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.woff2	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.woff2	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicon.css)
10:22:50	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2003%20Jul%202017%2018:44:38%20GMT	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.eot?	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regulard41d.eot	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicon.css)
10:22:50	23424/23424	---M--	200	added ('OK')	font/woff	etag:%22595a9096-5b80%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.woff	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.woff	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicon.css)
10:22:52	1130/1130	---M--	200	added ('OK')	image/png	etag:%22595a910e-46a%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/red.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/red.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/_all.css)
10:22:53	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%22595a9096-1a8c2%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.svg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.svg	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicon.css)
10:22:54	1410/1410	---M--	200	added ('OK')	image/png	etag:%22595a910e-582%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/red@2x.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/red@2x.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/_all.css)
10:22:55	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22595a9096-b15c%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.ttf	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicons-halflings-regular.ttf	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/bootstrap-wysihtml5/fonts/glyphicon.css)
10:23:03	1143/1143	---M--	200	added ('OK')	image/png	etag:%22595a910c-477%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/green.png	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/green.png	(from http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/iCheck/minimal/_all.css)
